landslides_polygons$id,mean.tch,sd.tch,mean.slope,mean.tri,tri.10m,elev,elev.km,ls.northing,ls.easting,insol.dsm,insol.kw,insol,agb,year,age,surface.area,perimeter,elev.mean.tch,max.tch.buf,rem
408,4.346358997,4.021330287,49.29099978,1.891645596,8.458028793,2590.05441,2.59005441,0.778265115,0.553974938,1024764.578,1024.764578,2.807574186,30.39131808,1995,18,2329.857246,237.9984851,12.13869836,11.43383789,0
409,6.743107685,4.625300758,45.76824809,1.694506564,8.3762318,2690.23255,2.69023255,0.835476772,0.45813165,1011638.317,1011.638317,2.771611828,43.04920084,2005,8,1526.869652,324.1973537,12.02034978,15.37890625,1
410,9.373549725,5.83519636,54.97528585,2.369019228,11.04901886,2646.759427,2.646759427,0.436962417,0.834653701,975313.5595,975.3135595,2.672091944,72.91509628,2008,5,1046.75333,214.244727,12.07170811,14.4519043,1
411,1.264139676,1.457916215,40.72004849,1.395369948,6.556976318,2683.446395,2.683446395,0.523254805,0.785223017,853537.1597,853.5371597,2.338457972,14.91818792,2010,3,624.9701852,144.8892044,12.02836681,1.662597656,0
412,5.159568538,4.666912352,44.40168833,1.595638724,6.905130386,2737.30856,2.73730856,-0.020287048,0.71587553,1125516.748,1125.516748,3.083607529,35.60295663,2000,13,4721.358214,467.3443266,11.96473506,18.54541016,1
413,4.60001833,3.342317355,45.22420007,1.647575755,7.803970337,1809.834603,1.809834603,0.914073385,0.048048712,865283.1313,865.2831313,2.370638716,27.32476666,2007,6,2884.036632,311.9157982,13.06043544,13.31677246,1
414,6.000363531,3.238623909,45.53405341,1.69012966,7.947098214,2079.430095,2.079430095,0.514454912,0.633380453,1024376.155,1024.376155,2.806510012,38.2148444,1995,18,4992.639708,517.2992563,12.74194037,18.23388672,1
415,7.993110854,4.983294593,44.92930545,1.605317167,7.412013301,2137.992976,2.137992976,0.466054726,0.799432746,1134152.038,1134.152038,3.107265858,51.67662317,2000,13,3977.048566,377.9466105,12.67275528,21.72998047,1
416,6.40817396,4.793396453,51.71483753,2.105052499,9.57521534,1980.655257,1.980655257,-0.077364487,0.784102542,713593.0687,713.5930687,1.955049503,50.88967633,2003,10,2808.506761,413.5336218,12.85863112,24.67431641,1
417,3.101825252,2.237966338,54.27783426,2.2829755,10.41415787,2346.809529,2.346809529,0.725391091,0.572864927,985629.5139,985.6295139,2.700354833,21.70536387,2004,9,1235.006054,194.0997605,12.42606331,5.823974609,0
418,4.048155074,2.422523226,52.23846497,2.041077508,8.975872803,2427.305549,2.427305549,0.417708109,0.841104051,1085584.152,1085.584152,2.974203157,26.47253513,2001,12,761.7290833,161.0403113,12.33096682,6.657226563,0
419,1.864224596,1.913889483,52.13460722,2.039939812,8.950958252,2395.189771,2.395189771,0.589787931,0.705335713,1030674.24,1030.67424,2.82376504,10.53025837,2001,12,759.3686189,181.9652074,12.3689078,5.916015625,0
420,1.072306238,1.302593391,45.70248392,1.617830735,8.529034424,2450.62536,2.45062536,-0.322011779,0.836850568,1129913.697,1129.913697,3.095653964,6.57305243,2004,9,778.5569858,166.635684,12.30341723,3.302246094,0
421,2.00504641,2.125267073,43.38782225,1.546998432,6.968407525,2476.071817,2.476071817,-0.476947768,0.662441721,979207.6061,979.2076061,2.682760565,11.14962106,2004,9,1556.030527,336.1132665,12.27335526,5.580810547,0
422,3.878348903,3.392437242,33.41484605,1.129627568,5.465470378,2427.929203,2.427929203,0.54129034,-0.467775034,1192570.783,1192.570783,3.267317212,21.08649623,2005,8,4071.854168,518.0722508,12.33023005,13.16870117,1
423,0.85439942,1.749570383,42.85750569,1.432783385,6.0530955,2435.679512,2.435679512,0.686847657,0.564185316,1128737.02,1128.73702,3.092430191,1.642051717,2009,4,1217.857601,181.1125303,12.32107398,2.985839844,0
425,7.066324921,4.926484267,48.29016929,1.936187514,8.77166748,2499.966538,2.499966538,0.71065534,0.531298529,1084282.324,1084.282324,2.970636504,45.79164485,1999,14,5295.680312,451.8668965,12.24512649,30.35864258,1
426,10.18016872,4.558667875,34.73144458,1.158721603,5.33254598,2483.825252,2.483825252,-0.64883716,0.68991638,1165318.911,1165.318911,3.19265455,65.25010096,1995,18,1981.086156,193.9644303,12.2641955,21.47143555,1
427,9.392190483,4.331656111,50.44376185,1.973106971,9.026324932,2563.194838,2.563194838,0.949631934,-0.022096002,1054741.511,1054.741511,2.889702769,63.39822454,1995,18,4257.337458,343.4844598,12.17042975,26.55957031,1
428,8.001176913,3.774703089,44.60401289,1.567809821,7.505493164,2552.024701,2.552024701,-0.141737467,0.939411548,1088622.175,1088.622175,2.982526508,51.34091401,1991,22,1490.137904,294.7104563,12.18362595,13.74414063,1
429,2.427810738,3.158711636,45.52982621,1.693867671,7.541000366,2458.663681,2.458663681,0.106754557,0.610893894,895001.1508,895.0011508,2.452057947,20.81645778,2010,3,4405.582281,909.7640992,12.29392091,7.093994141,0
430,5.526246593,4.831061724,48.53654989,1.851356705,7.658098723,2221.005562,2.221005562,0.261991466,0.639186659,954486.1086,954.4861086,2.615030435,37.50211625,1995,18,3531.120781,700.3118103,12.57468576,12.3762207,0
431,2.75256104,2.873551634,46.44864203,1.672561942,7.683849335,2199.99332,2.19999332,-0.329264832,0.816336186,981521.8796,981.5218796,2.68910104,18.69378591,2003,10,2498.216965,484.2209873,12.59950923,10.41503906,0
432,3.977966633,3.4023495,44.18505175,1.559065869,6.786676025,2127.612746,2.127612746,-0.378159788,0.699826261,1006966.218,1006.966218,2.758811556,27.45123057,2003,10,1671.899699,321.5119237,12.68501829,12.38037109,0
433,9.813876483,6.039458511,54.33129873,2.604439242,12.00600901,1789.462833,1.789462833,-0.681321636,0.414761335,659077.3007,659.0773007,1.805691235,70.5226789,2009,4,19089.18355,997.4453532,13.08450227,34.58496094,1
434,10.96584253,6.34578648,51.57361271,2.259214458,10.01758179,1729.247682,1.729247682,0.520855175,0.708715532,771551.6204,771.5516204,2.113840056,75.04132957,1988,25,4474.881133,293.5976716,13.15563933,32.1541748,1
435,5.072682286,6.32789786,47.49393267,1.71139783,7.925384521,2258.213061,2.258213061,0.68724907,0.648806392,1139553.585,1139.553585,3.122064615,39.38098808,1995,18,2727.393862,523.038758,12.53072952,22.66723633,1
436,0.923025817,1.076459604,47.47772334,1.764725415,8.123071844,2265.8266,2.2658266,0.876125374,0.306537137,1016837.265,1016.837265,2.785855521,5.396034024,2009,4,1656.954877,166.7743216,12.52173503,6.380615234,0
437,1.940268262,2.406449331,49.59767033,1.879303464,8.692053795,2288.587508,2.288587508,0.719831489,0.615635294,1119345.7,1119.3457,3.066700549,11.61337019,1998,15,5348.204816,320.2209447,12.49484572,12.12744141,0
439,7.916843085,5.285585175,45.87104582,1.652087338,7.94697863,2411.185332,2.411185332,0.866652597,0.322048282,1159804.85,1159.80485,3.177547535,54.34900722,1998,15,6855.420914,342.1756523,12.35001094,25.94995117,1
440,2.229806791,2.895595107,46.69113444,1.76656584,7.78084765,2612.231656,2.612231656,0.387493095,0.584407505,995380.3277,995.3803277,2.727069391,15.32394765,2005,8,6183.928969,964.7130724,12.11249858,15.79833984,1
442,3.660714058,3.565729856,47.04204193,1.772025996,7.815063477,2632.717443,2.632717443,0.925372921,0.059857024,1079120.069,1079.120069,2.95649334,28.96103697,2005,8,1429.087463,230.9945075,12.08829705,9.740722656,0
443,1.128534139,1.299060011,49.50068034,1.929658806,8.806951108,2541.833702,2.541833702,-0.191697218,0.844908678,1045949.016,1045.949016,2.865613742,6.757322032,2005,8,3732.29441,312.239227,12.1956654,5.527099609,0
444,2.010282229,2.228202001,39.102548,1.34771837,6.047188392,2421.463605,2.421463605,-0.454616396,0.269001376,1000620.329,1000.620329,2.741425559,13.05882188,2005,8,3549.616234,407.9040073,12.33786838,9.863525391,0
445,2.172790559,3.331004913,44.64383274,1.637640967,7.337841458,2437.855113,2.437855113,0.556084244,-0.160449924,957256.7602,957.2567602,2.622621261,13.77388323,2005,8,2897.737814,649.6572143,12.31850376,4.007080078,0
446,4.509955741,1.806205109,21.30830529,0.658681373,2.991699219,2381.589133,2.381589133,0.214978569,0.619524284,1086397.44,1086.39744,2.976431343,30.05922623,1995,18,674.7286941,161.3061092,12.38497534,7.633056641,0
447,1.989753,2.143000053,39.65562224,1.33007629,5.807512785,2496.884253,2.496884253,0.010698877,0.766303456,1301320.906,1301.320906,3.565262756,10.1986183,1995,18,2442.126608,303.3032795,12.24876784,9.646728516,0
448,8.998483851,4.515288443,23.4948163,0.892302404,4.565050992,2233.772968,2.233772968,0.340191625,0.604931563,1034402.718,1034.402718,2.833980049,59.00393521,1995,18,2619.905737,247.6411468,12.55960259,22.98754883,1
449,1.522654817,1.934791582,37.3541711,1.262893932,5.399528102,2262.930149,2.262930149,0.297913518,0.493770598,1104970.568,1104.970568,3.027316625,13.55936673,2008,5,2934.798881,531.9362973,12.52515684,3.220458984,0
450,6.477295579,3.567869547,43.72700354,1.618981421,7.120158604,2348.384183,2.348384183,0.377779711,0.492210614,1040678.024,1040.678024,2.851172669,42.97637933,1995,18,2229.189501,342.3326335,12.42420304,19.35717773,1
451,5.021884833,4.402999588,22.59374482,0.733531076,3.654625608,1769.120005,1.769120005,-0.501678133,-0.374707539,938707.8362,938.7078362,2.571802291,31.89687209,2010,3,6758.987025,1116.981955,13.10853491,23.64135742,1
452,6.513099001,4.180139916,45.77614378,2.276154552,10.02862803,1757.755462,1.757755462,0.508311356,0.674339963,800509.1207,800.5091207,2.193175673,42.53967826,2010,3,1325.42214,214.2957576,13.12196077,18.22485352,1
454,5.776789476,4.109892259,30.98396836,0.984967635,4.729766846,2191.383662,2.191383662,0.358892814,0.805339166,1222003.09,1222.00309,3.34795367,42.07083941,2005,8,2761.837416,529.0442634,12.60968052,15.88574219,1
455,3.829489729,3.419065542,28.28322437,0.872714279,3.57379837,2189.699402,2.189699402,0.23879673,0.6563349,1176071.734,1176.071734,3.22211434,21.97743001,2005,8,4779.653676,599.7444485,12.61167028,22.88720703,1
456,6.48555631,5.068044588,34.54261996,1.171233903,4.801170737,2245.72486,2.24572486,0.401735439,0.425644692,1132323.959,1132.323959,3.102257422,44.82978771,1995,18,7754.17095,1114.891864,12.54548285,22.14624023,1
457,4.455220439,4.119390836,41.83238559,1.472379263,6.444390191,2357.561575,2.357561575,0.951282262,0.136409963,1115478.928,1115.478928,3.056106651,37.64878421,1996,17,1426.367455,303.890146,12.41336104,6.434082031,0
458,9.534317754,6.233903074,44.13098105,1.555896984,7.005664197,2346.74344,2.34674344,0.384439735,0.750989291,1157895.995,1157.895995,3.172317795,67.12021785,1996,17,13005.07508,760.6036028,12.42614139,29.27319336,1
459,5.549715738,3.344286423,44.69935485,1.624804095,7.114369112,2525.088987,2.525088987,0.758103409,0.487021504,1122393.862,1122.393862,3.075051676,33.94462386,1995,18,2534.876441,360.2208487,12.21544729,13.53515625,1
460,4.927705771,3.551125258,42.70468731,1.510275567,6.818452148,2524.431577,2.524431577,0.501448985,0.659372984,1195329.801,1195.329801,3.274876167,34.51795921,1995,18,3349.34111,754.2488709,12.21622395,10.87646484,0
462,3.079061475,2.240830859,52.04949545,2.045416019,9.38085556,2453.12216,2.45312216,0.728110184,0.626806541,1157298.78,1157.29878,3.17068159,18.00051361,1999,14,1373.754124,200.1386423,12.30046756,5.015380859,0
463,1.561845927,2.252206981,42.85435877,1.464077849,6.86946106,2332.431327,2.332431327,-0.346802096,0.855830259,1055867.124,1055.867124,2.892786641,7.860270828,2006,7,2634.839946,215.6042765,12.44304945,13.49511719,1
464,2.071018764,2.654783904,39.02817048,2.344791719,9.994066874,2022.499845,2.022499845,0.396927678,0.380483153,701937.1027,701.9371027,1.92311535,14.60555856,2010,3,1456.035898,285.7571051,12.80919671,14.19921875,1
465,5.106053046,3.111510552,43.63358724,1.6120543,7.663015747,2209.295499,2.209295499,0.083160724,0.809182619,1155561.974,1155.561974,3.165923217,34.95693884,1988,25,1782.094347,345.2577716,12.58851981,13.65600586,1
467,2.214102336,2.169510051,38.20252127,1.31080522,6.636791992,2220.368524,2.220368524,0.022015634,0.786368189,867834.383,867.834383,2.377628447,13.79453816,2010,3,1479.812518,279.7672849,12.57543835,6.965820313,0
468,9.236653114,5.163023412,36.92449849,1.228165059,5.861289284,2369.651853,2.369651853,0.500097774,0.7370409,1142464.701,1142.464701,3.130040277,62.98745114,1999,14,6064.572579,339.8554562,12.39907782,29.07543945,1
469,3.73201501,3.41765628,37.30297343,1.217410016,5.648935418,2368.9079,2.3689079,0.626572086,0.632799743,1199849.356,1199.849356,3.287258509,23.89461625,2004,9,2947.931536,520.2351344,12.39995671,13.15625,1
470,1.459156598,1.198473737,49.35743231,1.877152276,8.858551025,2348.176049,2.348176049,0.960328442,0.134075168,944023.192,944.023192,2.586364909,10.34671187,2010,3,610.418902,119.4538605,12.42444893,2.926757813,0
471,1.541632373,1.777609196,45.5366888,1.671231093,8.052303314,2551.516478,2.551516478,-0.313768965,0.790119728,883532.5645,883.5325645,2.420637163,17.72564857,2010,3,1366.977525,454.7877004,12.18422635,1.079589844,0
472,1.519795736,1.80569473,38.50099234,1.262827763,6.046605428,2352.101548,2.352101548,-0.649811341,0.374273793,790802.8967,790.8028967,2.166583279,21.0136497,2010,3,786.0587077,178.4208388,12.41981142,5.801025391,0
473,7.992852958,4.946859685,44.55404805,1.566508287,6.906330455,2496.408139,2.496408139,0.769129878,0.49499676,1066801.082,1066.801082,2.922742691,54.17889077,1998,15,3606.820936,577.9765607,12.24933031,24.81030273,1
474,6.718218629,5.02204786,45.76298801,1.661126144,7.250883789,2617.884544,2.617884544,0.170230257,0.790157119,1020494.269,1020.494269,2.795874709,49.31391483,1995,18,3754.12559,611.4331567,12.10582036,22.91308594,1
475,11.34179398,4.759769895,44.09210626,1.557751539,7.445327759,2627.502412,2.627502412,0.455375284,0.849257474,1179506.351,1179.506351,3.231524249,69.55570793,1995,18,495.2907878,110.9027638,12.09445799,18.27880859,1
476,1.082490625,1.9067826,43.89496334,1.509989229,7.452174595,2630.809788,2.630809788,0.034300363,0.954382247,943902.8125,943.9028125,2.586035103,13.95102785,2010,3,880.1696264,198.5060475,12.09055072,1.168212891,0
477,3.737105577,2.830319458,39.81620386,1.358682359,6.923865424,2671.538807,2.671538807,0.617441403,0.547695915,1425769.276,1425.769276,3.906217195,20.06017752,2000,13,2322.112313,222.3337495,12.04243422,13.47680664,1
478,10.15543837,5.426872158,49.56038306,1.88835485,7.912600199,2563.957902,2.563957902,0.894382634,0.273131836,885119.8523,885.1198523,2.424985897,64.38982105,2004,9,1768.151318,279.6631395,12.16952828,23.625,1
479,7.831301158,4.352539768,40.52014676,1.382080772,6.584599675,2150.244095,2.150244095,0.844202731,-0.282121875,1204301.648,1204.301648,3.299456569,54.29764958,1995,18,9658.312297,1291.379911,12.65828204,20.16918945,1
480,8.219471818,4.47771494,41.56836297,1.498134443,6.583015891,1941.832098,1.941832098,-0.32159336,0.720880704,952406.1413,952.4061413,2.609331894,55.79559368,1995,18,5524.483995,662.848252,12.90449607,20.72619629,1
481,7.48098501,4.092541491,38.10065802,1.317684318,5.763852013,2135.495004,2.135495004,-0.390630289,0.617793028,1074259.048,1074.259048,2.943175475,49.30287255,1995,18,10134.86145,1168.070641,12.67570634,22.06762695,1
482,5.529286796,4.682301956,41.71967097,1.536289979,6.871776581,2197.697535,2.197697535,-0.288116072,0.669050265,1037450.806,1037.450806,2.842330975,36.69336095,1995,18,15511.81316,1518.293525,12.60222143,22.9609375,1
484,6.874504196,3.659546665,50.39553581,1.990602737,9.040982492,2440.657004,2.440657004,0.322137048,0.85172149,1178382.396,1178.382396,3.22844492,41.01407686,1995,18,6125.749202,405.8851687,12.31519366,19.54174805,1
485,1.487292301,2.26944266,43.87921222,1.516528805,7.089886405,2075.474597,2.075474597,-0.289374788,0.848190288,957059.1337,957.0591337,2.622079818,8.146387464,2010,3,6334.276426,550.3544214,12.74661332,18.84912109,1
486,1.138696707,1.713128861,46.35885847,1.691749562,7.559019822,1995.010866,1.995010866,-0.652589528,0.526890116,856170.2634,856.1702634,2.345671955,4.680103492,2010,3,4290.689806,333.2494694,12.84167167,7.990966797,0
487,0.819886459,1.525159621,36.87838651,1.199069235,5.410103176,2477.747312,2.477747312,-0.700298276,0.483602699,1205712.302,1205.712302,3.303321375,4.674462247,2011,2,8923.546459,725.59308,12.27137586,15.63061523,1
488,1.009265384,1.667743441,44.91187843,1.609843884,7.57889597,2526.213929,2.526213929,-0.645630555,0.628539484,852556.9188,852.5569188,2.33577238,8.608934944,2011,2,2782.787799,400.7714908,12.21411831,10.50170898,0
489,0.986574776,1.25467859,48.61132187,1.816113856,8.062967936,2413.535899,2.413535899,0.973151629,-0.065689342,1021170.397,1021.170397,2.797727114,6.048352818,2011,2,1201.509585,236.8356264,12.34723403,2.568359375,0
490,1.323874698,1.847754009,46.64605272,1.702580121,8.601114909,2476.807135,2.476807135,0.920189863,-0.250629684,1069028.512,1069.028512,2.928845239,11.58481132,2011,2,2346.20403,414.3998978,12.27248657,4.403808594,0
491,1.113523637,1.334737304,51.24901026,2.034232098,9.083685303,2455.263154,2.455263154,0.276922055,0.867891842,1151962.198,1151.962198,3.156060816,6.801809454,2011,2,941.3441467,166.3311381,12.29793823,3.815429688,0
492,2.513476674,3.111271096,44.76790862,1.644412786,7.905163574,2310.174871,2.310174871,0.469569508,0.8112722,961111.4485,961.1114485,2.633182051,21.63623878,2005,8,1323.611597,259.9691823,12.46934281,10.19750977,0
493,6.096387009,6.460099453,43.54653139,1.591611236,6.84713406,2246.729495,2.246729495,0.92841686,-0.056447779,853096.7747,853.0967747,2.337251438,46.21977451,2010,3,1501.108748,189.4764772,12.54429599,25.9375,1
495,2.108216949,3.356952764,43.3036141,1.54741056,7.158335636,1763.389393,1.763389393,-0.585123773,0.534227176,811672.1378,811.6721378,2.223759282,13.77892872,2010,3,8087.540919,864.6822795,13.11530495,16.78076172,1
496,2.170433752,2.894207413,47.02446197,1.813045562,8.331652505,1709.814706,1.709814706,0.485215886,0.709696571,868289.5656,868.2895656,2.378875522,18.65109326,2009,4,4020.141521,575.7494514,13.17859708,17.22851563,1
497,3.289561323,4.248156125,45.29637129,1.638730845,7.866812455,1751.236964,1.751236964,-0.097321519,0.903441807,810040.5162,810.0405162,2.219289086,22.00225319,2010,3,2907.281622,292.4068092,13.1296616,27.94384766,1
498,0.517369634,0.804313488,35.61470625,1.168178706,5.158441453,2104.32598,2.10432598,0.402301282,-0.824740664,1207667.991,1207.667991,3.308679426,3.760847672,2010,3,2555.957506,379.0537139,12.71252884,2.589111328,0
499,1.420463169,2.095342928,42.45779262,1.503616768,6.979279802,2031.723531,2.031723531,0.630433496,-0.592214202,1160550.478,1160.550478,3.179590352,7.428654333,2010,3,21198.04524,1028.576523,12.79830002,24.84082031,1
500,8.545414008,4.063926709,49.06627857,1.859660451,8.915433884,1943.531426,1.943531426,0.883799338,0.300772687,1087908.072,1087.908072,2.98057006,55.72383022,2003,10,3913.711159,321.8931813,12.90248852,24.7611084,1
501,6.571700428,3.766270805,46.26635357,1.680384438,8.035106114,1913.671285,1.913671285,-0.314272923,0.817635678,825516.2018,825.5162018,2.261688224,46.12526526,2003,10,2264.15772,502.1175723,12.93776473,14.86608887,1
502,1.480592327,1.865877026,38.39727822,1.384926533,6.250464992,1552.675385,1.552675385,0.062487283,0.802706315,748472.2979,748.4722979,2.050609035,15.77444544,2010,3,2617.629808,352.5323041,13.36423854,11.18835449,0
503,5.492045037,3.935028523,38.68878254,1.277284446,5.708095844,1624.784837,1.624784837,0.830928498,-0.170417155,919486.975,919.486975,2.519142397,32.12173554,2010,3,2284.786147,515.6413978,13.27904978,10.98205566,0
504,6.557264557,4.017795915,42.44477585,1.511937434,7.807172987,1679.506614,1.679506614,0.739527707,0.511569074,858831.4236,858.8314236,2.352962804,51.26453824,2010,3,1163.544043,442.1225524,13.21440249,17.82897949,1
505,2.451725027,3.969477673,43.16656566,1.515466136,7.095350542,1634.01533,1.63401533,0.798586669,-0.26455519,945325.3457,945.3253457,2.589932454,15.34931412,2010,3,18251.07251,1367.091615,13.26814505,21.75048828,1
506,1.58773913,2.200471436,41.98400263,1.453925627,6.572764189,1612.144239,1.612144239,0.850143473,-0.111514003,894045.6159,894.0456159,2.449440044,13.62275459,2010,3,6608.731463,1045.418063,13.29398314,8.991821289,0
507,1.274641499,1.806601893,46.35362342,1.77038418,8.258993078,1599.55875,1.59955875,0.651365072,0.498041419,774509.8485,774.5098485,2.121944791,16.3033076,2010,3,3799.320368,721.4785105,13.3088514,7.340942383,0
508,1.758303732,2.503851562,37.20170479,1.291876637,5.830542428,1553.639069,1.553639069,0.730175252,-0.112661332,825878.7731,825.8787731,2.26268157,13.35469946,2010,3,4665.16838,950.882828,13.36310006,5.838378906,0
509,2.33612188,2.980980651,33.99028051,1.125662988,5.146329607,1492.088025,1.492088025,0.769329067,-0.229196738,897050.9619,897.0509619,2.457673868,19.01046377,2010,3,1800.000999,292.7436055,13.43581531,4.05871582,0
510,1.405036971,1.973972506,40.96847954,1.397146535,6.136563228,1518.12986,1.51812986,0.601027262,0.601301404,839513.1501,839.5131501,2.300036028,10.20386616,2010,3,3798.71733,516.3206959,13.40504997,12.97216797,0
512,13.59471718,5.70708434,22.1482916,0.654767168,2.834928098,1443.381132,1.443381132,-0.337698657,0.696257468,1035375.444,1035.375444,2.836645052,101.4009186,1995,18,5083.646345,357.1998868,13.49335672,24.98522949,1
513,2.543215241,2.779408243,42.68997513,1.505063066,7.100812345,1484.041292,1.484041292,0.842150008,-0.300932551,841029.3463,841.0293463,2.30418999,18.06489533,2010,3,5130.505178,734.2140717,13.44532157,13.70568848,1
514,4.589131807,3.25907657,50.29358291,1.944272401,8.677319453,2013.300207,2.013300207,-0.289033969,0.795837047,1030798.793,1030.798793,2.824106281,29.41145671,1995,18,4041.367975,363.7573116,12.82006499,18.28967285,1
515,14.31813388,6.08336718,52.86095675,2.367407744,10.97607509,1929.22558,1.92922558,-0.421706442,0.725638932,835028.8347,835.0288347,2.287750232,108.6589858,1995,18,6667.248153,455.2918833,12.91938918,41.9901123,1
516,2.752928686,4.149973283,46.50403914,1.818903677,8.308104223,2059.268433,2.059268433,-0.589935625,0.538295117,846611.5353,846.6115353,2.319483658,19.81835337,2010,3,15447.79936,1935.318797,12.76575898,24.77539063,1
517,6.972955827,4.623032347,43.93509872,1.536641995,6.657279275,2171.092729,2.171092729,-0.338591001,0.613399999,1021960.915,1021.960915,2.799892919,55.76751735,1995,18,3569.967418,595.9126048,12.63365185,28.12988281,1
518,1.732224842,2.162017906,50.77662456,1.951624947,9.257987976,1710.41169,1.71041169,-0.550836636,0.790183112,836197.3166,836.1973166,2.290951552,10.30499417,2010,3,2480.615654,277.7154206,13.17789181,11.50976563,0
519,2.881663502,3.604421222,48.28330187,2.078146555,8.675941467,1874.448534,1.874448534,-0.330931286,0.813953806,886035.8067,886.0358067,2.427495361,17.52311211,2010,3,1876.335744,351.0936917,12.98410176,13.34094238,1
520,10.10701006,6.696192044,29.87993699,1.039226822,4.588052034,1463.91612,1.46391612,-0.328845215,0.654525571,898652.2385,898.6522385,2.462060927,71.56335116,1995,18,16723.82284,888.473988,13.46909707,30.04418945,1
521,4.91701868,4.514935569,11.1719543,0.307107123,1.258469974,1418.867204,1.418867204,-0.097801108,0.544467319,1056719.167,1056.719167,2.895121005,29.09477853,2007,6,3560.605765,363.8156316,13.52231702,23.11584473,1
522,6.270576285,5.021953197,44.40663569,1.76507829,8.242636994,1982.617225,1.982617225,0.679396112,0.230104069,1107253.568,1107.253568,3.033571418,41.05782619,1995,18,70353.91163,2200.446336,12.85631329,22.88598633,1
523,5.662824593,3.941643711,47.15919302,1.791514389,8.343032519,2182.800234,2.182800234,0.577276274,0.377116955,1009315.559,1009.315559,2.765248106,38.81798113,1995,18,7441.521247,1038.822234,12.61982082,18.15307617,1
524,15.30575838,5.376041253,48.44252569,1.834972871,8.49019165,1892.527247,1.892527247,0.828946854,0.486572182,1104039.211,1104.039211,3.024764961,110.6952744,2006,7,1003.676374,177.0071494,12.9627439,24.46228027,1
525,2.881532341,4.278252147,40.53966885,1.494222902,7.151699644,2010.624438,2.010624438,0.61668389,-0.187754621,865884.7518,865.8847518,2.372286991,20.78125437,2010,3,9360.904673,1726.375759,12.82322609,23.75061035,1
526,5.589953148,4.806566157,46.91103531,1.847300129,8.190306633,1863.543841,1.863543841,0.84754576,-0.093632057,915197.6779,915.1976779,2.507390898,36.85364926,2010,3,5649.046442,727.7296183,12.99698436,28.73059082,1
527,2.113976948,2.599068867,44.17399838,1.60218194,7.014429092,1910.729568,1.910729568,0.763979607,0.085389289,862091.7827,862.0917827,2.361895295,15.88940809,2010,3,5858.672994,1291.694862,12.94124002,15.95080566,1
528,3.423355676,4.328418012,32.96636078,1.151992982,5.634511622,1689.46587,1.68946587,0.565424084,0.251840437,803750.6144,803.7506144,2.202056478,24.52039652,2010,3,10889.92114,1685.275439,13.20263682,17.99475098,1
529,13.69865612,4.637845602,49.68748731,1.903665696,8.796918869,1716.493629,1.716493629,0.786687073,0.524254694,1019389.046,1019.389046,2.792846702,105.0047779,1991,22,2789.801983,450.252777,13.17070673,25.50231934,1
530,16.90277902,7.522035472,40.05905825,1.376314631,6.152263354,1551.169088,1.551169088,0.742728989,0.273913918,946587.1891,946.5871891,2.593389559,136.5772533,1995,18,12914.77935,677.7863547,13.36601805,36.8215332,1
531,11.04056306,6.033804694,42.22637057,1.492359028,6.724593353,1586.690071,1.586690071,0.663342195,0.485888533,1043525.728,1043.525728,2.858974598,80.12980344,1995,18,8880.923168,698.609968,13.32405422,24.81896973,1
532,8.238167314,7.948465589,41.53708343,1.499288916,6.147723885,1705.67574,1.70567574,0.736307426,-0.108513593,832413.1236,832.4131236,2.2805839,64.07505226,2010,3,6587.235197,1405.862535,13.18348678,25.39587402,1
533,2.940111695,4.154546966,44.52516236,1.630343555,7.031779698,1666.973214,1.666973214,0.745675701,0.186987095,709789.1375,709.7891375,1.944627774,30.96266069,2010,3,3993.006361,1218.593705,13.22920922,6.615234375,0
534,5.014389662,4.065608422,36.94124438,1.283165586,5.701886345,1620.169338,1.620169338,0.73145271,-0.075469799,871275.605,871.275605,2.387056452,35.32815611,2010,3,5288.131671,906.5666781,13.28450244,25.58703613,1
535,3.791062655,3.347128954,50.64318806,2.034641322,8.903517151,1472.147933,1.472147933,0.874320087,0.350044745,760292.9792,760.2929792,2.082994463,26.5136405,2009,4,1399.006364,249.7852483,13.45937216,10.13696289,0
536,10.84417152,7.603949792,44.50655157,1.63481622,6.731117704,1683.745225,1.683745225,-0.115282689,0.527144978,757045.7367,757.0457367,2.074097909,82.26514294,1995,18,20573.21257,2168.713124,13.20939508,35.19543457,1
537,6.008405555,5.327920849,43.58268583,1.541320857,7.260293579,1890.573881,1.890573881,-0.230549077,0.839715052,819183.9542,819.1839542,2.2443396,42.20055838,1995,18,1599.429865,351.6933958,12.96505157,19.36828613,1
539,10.10068371,6.814374009,40.66267692,1.410344096,6.355326215,1929.086779,1.929086779,0.061558322,0.820586968,995379.4468,995.3794468,2.727066978,76.52525993,1995,18,11473.84893,908.3340957,12.91955315,35.4934082,1
540,6.070654414,4.047854424,46.72509358,1.689741281,7.498382568,1777.486292,1.777486292,0.862460763,0.21596407,839818.2398,839.8182398,2.30087189,44.61828544,2004,9,1593.158498,257.4689988,13.09865114,23.21313477,1
541,3.975958019,4.88166004,45.83764891,1.667715064,7.437070764,1719.788586,1.719788586,-0.435645395,0.721135937,752973.6828,752.9736828,2.062941597,27.50315415,1995,18,3844.421286,439.2998687,13.16681413,27.91943359,1
